Dados da Avaliação
219.50595880094608
235.93055298542762
254.70549995613842
-91.23857584151179
269.6158282938371
235.25380840044798
-253.29627309626207
206.31630351102243
261.8608022724757
185.6367010298997
Dados da Avaliação
-44.49788997607406
134.1870070937226
248.96104763406044
238.23334159030537
-20.714903875424113
248.19257247273603
252.34613110398533
-19.32769514434446
-19.96318686731165
123.58962619835981
Dados da Avaliação
249.52491762750378
265.2370529402946
252.2518909646259
133.56605917649222
171.6552380257036
263.2220511221369
241.34822943585488
269.4679927769229
-76.2158692720364
269.2173722506681
