Dados da Avaliação
-206.0263937675263
-180.69350839319532
-74.1132917713033
-12.059430761864974
-209.8247173649723
-268.2943626747387
-49.48366731751811
-0.5593263340675918
200.32561668977903
-183.23691215132607
Dados da Avaliação
-169.46919528951173
-8.108826053907691
-210.31756155276364
-7.646732843295439
-240.43032265589812
209.64569324192615
-198.04739102600874
-120.05384753588172
-32.661042127921206
-265.204781518497
Dados da Avaliação
-168.39557110202855
-36.44580708046709
-34.91896091285044
-23.531819224241076
-254.26056215586436
-60.21190986331194
-255.48738403257923
-242.46915273667423
-224.76768575373882
-189.40214010581266
Dados da Avaliação
-259.6420389438503
-133.5904666242447
-76.19780486418014
70.6854274001831
265.95726850153574
-22.12351300464472
-196.31281604161532
-168.65702919417947
-45.438731202061746
-63.862840881487436
Dados da Avaliação
218.74196373397476
-220.32253753093926
27.82784667253162
-199.10117911904985
-29.641473130559604
-42.60393631899515
-40.47268821887296
-56.874042193434704
228.59264940739556
8.606800893806621
