Dados da Avaliação
-90.16324120936153
-152.77445757687468
-15.65061664966008
-146.77549462185007
-21.27482897198142
34.98071457297468
-296.2419678351931
-184.34394240295427
-208.8018290313362
-216.390251665484
Dados da Avaliação
-168.80510975478816
-60.0896590912052
-214.26405186521865
-159.86189493124357
-214.00775190247262
-230.72705982375422
-235.75451136109533
-172.20288175709183
219.77255063919625
209.72044363059132
Dados da Avaliação
-214.25166187080765
-222.64626025469119
-277.0742222199855
-227.30694111152528
-31.66032271562048
-25.922442147061716
16.575818942467038
-178.10704599412867
-18.522667249522513
233.18418894077456
Dados da Avaliação
45.229204262873736
-24.611836965497744
-10.36092509393076
228.41964494173175
-10.84212845240313
-9.466876383180775
-28.614074091937226
-231.1274683548564
-154.65230872769962
-43.97607915200719
Dados da Avaliação
211.7234933559274
-217.73153335810173
-63.28649744563201
-213.57462104325805
-20.527322649604187
-220.79683745129262
246.3695620527955
-14.648356009118345
-166.77041404376197
0.6528207565363999
