Dados da Avaliação
-196.81154554036274
-247.67331457037585
-105.50259390394385
-172.27637244501608
-254.18332580830605
-240.6850726584073
3.7703850682089666
-171.5170590105638
-272.39772362879273
-234.53505300962703
Dados da Avaliação
-63.02323374730141
-194.80856938595048
-307.86715802871873
-175.4007705508036
-88.04132053118974
-247.9093166099707
-162.36819990634353
-21.15080158532264
-72.78200257895736
247.42430173815598
Dados da Avaliação
-293.283224421766
-4.848115552061671
183.72919847675178
-160.3798248072084
235.6858064108057
22.494723415575706
-238.4402897896909
-255.52917245215946
-258.5593123740217
-257.61348096891305
Dados da Avaliação
-273.86679899003957
-99.876324811422
-94.37756440802781
-189.0191270938661
-78.33717662000751
-41.85894786787654
-228.14942770155002
185.30237896032338
22.459973617809524
-255.3784084620068
Dados da Avaliação
-186.2078806885665
-121.48192289431177
-77.35855306172027
-355.15778880168534
-131.78278255813345
-144.12741592427665
-82.52800158782235
-94.12936995593262
-109.23774194728746
-50.623003156227
