Dados da Avaliação
-231.16957756446197
210.52168992399794
-184.95569522025315
-67.17552459854394
-160.63006044887337
-207.2200806161816
-206.69214482959683
-50.54359504717728
235.47369394221138
-199.28021590734988
Dados da Avaliação
202.13014224203846
-66.15055070984297
-149.62068672511975
-214.06528699609646
-240.56938116577638
-46.57003797507238
-234.06191761691676
248.70724469319956
-231.56222494386049
125.1823028623972
Dados da Avaliação
-187.5894969664769
-57.67673588081483
-39.32263882555321
-184.77109548001022
30.545390143907042
-227.51330562088918
11.657370354841106
-246.1434939654995
-274.0501608441642
-10.083409426996909
Dados da Avaliação
-34.15437725302904
-12.210657964715779
-179.29348581874783
-27.150137229944406
-163.47943115390734
-28.72288727231134
-227.46548868244574
147.2428496609097
-219.46957639511297
-31.52026172905586
Dados da Avaliação
-5.913901713155866
-89.12194660282667
-164.1064764328717
47.11964990835676
-198.7796402012923
215.98472895810056
-199.95953893687096
-58.12404221967589
249.8071693342922
-27.44517115800751
